;ID;Sand %;Clay %;Silt %;pH;EC mS/cm;O.M. %;CACO3 %;N_NO3 ppm;P ppm;K ppm ;Mg ppm;Fe ppm;Zn ppm;Mn ppm;Cu ppm;B ppm;Adequação MILHO;;;;
;215;28;42;30;8,01;0,464;1,15;21;17,084028;4,75;201;531;9,57;0,25;3,42;0,74;0,26;Baixa;;;;
;216;40;32;28;7,98;0,457;1,65;11,8;14,751514;33,11;209;350;14,75;1,17;4,34;1,01;0,37;Média;;;;
;217;28;44;28;8,1;0,328;2;10,8;8,630076;3,58;213;701;15,96;0,25;5,52;0,94;0,21;Média;;;;
;218;38;28;34;8,09;0,343;1,21;34,5;6,561748;3,07;123;531;14,81;0,1;2,53;0,62;0,15;Média;;;;
;219;36;32;32;7,98;0,359;1,3;33;1,982524;3,73;206;654;13,32;0,32;6,37;0,74;0,14;Média;;;;
;220;24;36;40;8,02;0,52;2,04;19,3;2,598958;15,18;362;462;13,86;0,38;13,72;1,62;0,19;Média;;;;
;221;44;28;28;8,02;0,425;1,39;39,3;3,12733;3,62;143;465;9,57;0,28;2,39;0,58;0,15;Média;;;;
;222;28;32;40;7,87;0,83;1,4;34,5;30,42655;7,31;171;503;14,46;0,26;3,34;1,14;0,3;Média;;;;
;223;22;48;30;7,38;0,379;1,88;3,5;4,4031;5,9;256;937;26,55;0,5;10,03;1,39;0,25;Média;;;;
;224;26;46;28;7,49;0,497;2,5;3,2;4,360198;10,99;284;379;14,3;0,3;13,76;2,45;0,21;Média;;;;
;225;18;38;44;7,84;0,392;1,64;39,5;11,624184;11,61;174;389;9,14;0,21;3,36;0,82;0,19;Baixa;;;;
;226;28;28;44;7,84;0,35;1,38;14;6,076278;7,16;136;350;16,26;0,25;6,08;2,51;0,28;Baixa;;;;
;227;46;22;32;7,6;0,398;1,49;4;4,050852;23,73;131;373;11,42;0,29;2,91;1,18;0,52;Média;;;;
;228;36;26;38;7,45;0,394;1,45;5;4,624384;17,07;138;541;15,19;0,18;2,82;0,89;0,28;Média;;;;
;229;22;34;44;7,83;0,457;1,02;26,5;4,050852;5,31;161;216;11,32;0,2;6,72;0,78;0,34;Baixa;;;;
;230;22;50;28;7,7;0,44;1,96;38;2,289612;18,48;335;496;12,08;2,59;8,35;2,15;0,29;Baixa;;;;
;231;26;36;38;7,8;0,451;1,28;11,3;5,459844;7,95;188;167;8,55;0,44;7,37;1,5;0,21;Baixa;;;;
;232;20;38;42;7,91;0,352;2,15;40,5;9,467794;7,1;198;618;11,89;0,2;4,22;0,84;0,2;Baixa;;;;
;233;26;38;36;8,08;0,422;2,12;42;6,340464;10,93;203;693;18,62;0,18;6,31;0,88;0,25;Média;;;;
;234;18;44;38;7,8;0,438;2,51;33;7,002058;8,45;339;701;13,37;0,65;5,63;1,78;0,31;Média;;;;
;235;30;36;34;7,86;0,38;1,84;42;3,479578;16,55;370;569;11,82;0,22;4,53;1,72;0,29;Média;;;;
;236;22;36;42;7,8;0,563;2,13;42;13,958956;10,57;231;407;8,43;0,26;3,75;3,78;0,31;Baixa;;;;
;237;24;34;42;7,93;0,331;1,59;41,8;6,428526;9,39;289;533;12,7;0,21;5,06;1,61;0,4;Baixa;;;;
;238;24;28;48;7,85;0,684;2,35;22;7,27;19,4;664;304;6,88;1,39;2,38;3,38;0,62;Média;;;;
;239;12;40;48;7,74;0,562;3,57;39;6,516588;31,72;1348;553;11,5;0,51;6,53;5,54;0,81;Média;;;;
;240;22;46;32;7,78;0,511;2,26;27;10,524538;26,76;420;603;14,18;0,35;9,68;1,41;0,78;Média;;;;
;241;24;46;30;7,44;0,374;1,55;5,5;6,252402;9,15;251;695;24,22;0,21;10,98;1,24;0,25;Baixa;;;;
;242;38;26;36;6,32;0,313;1,62;2,3;5,416942;5,21;120;612;48,19;0,33;16,65;1,1;0,43;Média;;;;
;243;40;20;40;7,09;0,572;1,41;5,5;5,416942;9,74;139;426;41,7;0,28;8,64;0,99;0,3;Média;;;;
;244;24;36;40;7,77;0,523;2,37;31,8;10,524538;20,48;405;600;14,37;0,65;8,61;1,74;0,44;Média;;;;
;245;26;36;38;7,82;1,476;3,3;30,5;26,639884;65,05;1665;617;7,99;1,06;5,36;1,88;0,82;Média;;;;
;246;20;48;32;7,28;0,359;1,59;1,5;10,788724;7,99;293;610;20,74;0,61;12,04;1,27;0,2;Média;;;;
;247;16;46;38;7,78;0,531;2,81;27;9,334572;25,21;450;422;17,07;1,42;11,57;2,73;0,62;Média;;;;
;248;12;38;50;7,97;0,347;1,89;42;6,692712;5,86;272;385;15,78;0,97;7,59;11,43;0,2;Baixa;;;;
;249;30;26;44;7,83;0,358;1,65;34;5,28372;5;376;512;12,6;0,78;3,52;2,23;0,27;Baixa;;;;
;250;30;26;44;7,78;0,493;1,57;31,3;4,667286;2,36;128;352;14,35;0,92;5,48;0,74;0,19;Média;;;;
;251;26;32;42;7,94;0,352;1,85;22;4,536322;1,65;185;410;16,24;0,61;7,88;0,86;0,21;Baixa;;;;
;252;20;24;56;7,95;0,539;1,57;33;14,354106;16,06;165;179;7,52;1,5;5,19;7,71;0,31;Média;;;;
;253;20;32;48;7,84;0,314;1,98;34,5;5,72403;6,72;239;306;14,91;0,81;7,61;8,16;0,21;Baixa;;;;
;254;20;40;40;7,73;0,64;2,41;24;13,078336;12,12;373;442;16,69;0,82;10,08;3,07;1,4;Média;;;;
;255;22;38;40;7,54;0,738;2,51;32,5;4,712446;7,36;346;436;19,12;0,89;19,86;1,41;0,28;Média;;;;
;256;28;34;38;7,81;0,379;2,79;27;12,109654;2,25;245;441;13,74;0,73;6,91;1,08;0,33;Média;;;;
;257;28;34;38;7,84;0,584;2,93;22,5;23,864802;11,2;735;513;13,35;1,56;9,44;3,43;0,85;Média;;;;
;258;24;30;46;7,93;0,772;3,01;31,5;6,737872;6,27;260;300;9,26;1,64;10,52;2,55;1,9;Média;;;;
;259;14;36;50;7,84;0,504;2,67;42;6,780774;9,47;395;508;11,99;1,26;6,88;1,53;0,49;Média;;;;
;260;20;40;40;7,79;0,546;2,43;27;19,154614;6,03;190;503;18,85;1,01;8,74;1,25;0,28;Média;;;;
;261;16;36;48;7,8;0,952;1,57;42;46,67286;5,22;136;336;11,51;0,96;4,84;0,99;0,15;Baixa;;;;
;262;28;34;38;7,57;0,5;2,12;42;4,88857;4,04;166;403;8,09;0,12;3,92;0,97;0,21;Média;;;;
;263;22;44;34;7,8;0,398;2,57;33,5;7,133022;6,8;277;558;15,73;0,25;5,98;1,41;0,31;Média;;;;
;264;16;40;44;7,81;0,359;2,36;40,8;2,906046;28,18;425;466;12,32;0,35;4,91;5,65;0,29;Baixa;;;;
;265;16;42;42;7,84;0,344;1,46;38,3;3,96279;3,12;204;532;12,45;0,15;4,17;0,84;0,21;Baixa;;;;
;266;20;36;44;7,75;1,171;2,17;42;34,520304;7,46;161;413;8,27;0,18;3,75;1,16;0,32;Baixa;;;;
;267;26;38;36;7,55;0,599;3,07;7,5;17,041126;59,88;899;513;14,86;3,01;5,55;4,62;0,82;Média;;;;
;268;28;32;40;7,9;0,534;2,36;23,3;16,643718;4,7;203;400;11,08;0,18;4,49;0,93;0,1;Média;;;;
;269;32;30;38;7,95;0,432;2,39;27,8;10,260352;4,28;175;591;10,92;0,16;4,87;0,83;0,16;Média;;;;
;270;24;40;36;7,96;0,479;2,78;19,3;7,266244;7,67;315;967;17,73;0,37;6,39;3,26;0,24;Baixa;;;;
;271;28;32;40;7,77;1,129;3,12;29;61,24825;66,24;762;483;10,59;0,57;4,91;1,45;0,21;Média;;;;
;272;28;32;40;7,72;0,348;1,44;4,3;16,379532;7,31;282;330;17,09;1,19;8,05;3,8;0,52;Média;;;;
;273;26;36;38;7,8;0,394;1,59;34,5;9,29167;12,86;285;440;12,8;1,78;5,11;5,42;0,34;Média;;;;
;274;20;32;48;7,83;0,597;2,04;42;19,461702;14,42;547;361;9,09;0,71;3,88;8,2;0,25;Baixa;;;;
;275;32;30;38;8,08;0,678;3,48;34,5;23,77674;53,7;984;793;10,13;5,02;5,75;5,29;0,88;Média;;;;
;276;20;54;26;7,76;0,321;1,79;18,8;8,101704;4,55;345;759;18,62;0,25;8,35;1,11;0,11;Baixa;;;;
;277;14;52;34;7,84;0,765;2,43;21;52,44205;12,92;425;417;25,11;0,29;11,58;1,85;0,28;Média;;;;
;278;28;42;30;7,73;0,365;2,38;19,3;7,53043;10,4;507;904;22,04;0,86;10,3;2,31;0,25;Baixa;;;;
;279;20;52;28;7,57;0,835;2,72;19;18,581082;4,1;507;833;18,42;0,19;8,33;1,03;0,23;Média;;;;
;280;16;48;36;7,58;0,432;1,78;33,5;14,487328;6,6;190;729;15,21;0,24;5,46;1,09;0,24;Baixa;;;;
;281;22;30;48;7,6;0,563;1,74;42;20,035234;10,29;280;360;9,1;0,54;3,68;6,81;0,17;Baixa;;;;
;282;36;24;40;6,78;0,787;1,25;0;13,825734;24,84;332;385;41,21;1,79;16,9;6,38;1,77;Média;;;;
;283;44;14;42;5,65;1,672;1,49;0;47,905728;69,93;508;176;90,79;2,99;31,17;6,14;1,84;Média;;;;
;284;40;14;46;6,2;1,246;1,51;0;18,009808;25,8;166;235;76,43;2,92;17,38;7,65;0,76;Média;;;;
;285;42;28;30;6,26;0,492;1,38;0;4,226976;10,38;133;321;85,27;0,42;26,79;2,94;0,22;Média;;;;
;286;40;6;54;6,7;0,607;1,69;0;9,29167;36,42;252;486;67,31;1,16;19,68;3,76;0,27;Média;;;;
;287;48;22;30;5,91;0,553;1,95;0;20,606508;33,51;173;366;64,41;2,52;31,79;2,33;0,46;Média;;;;
;288;38;20;42;5,62;0,201;1,3;0;8,189766;9,71;81;309;75,0348;0,4887;20,807;1,98489;0,17;Média;;;;
;289;42;20;38;6,83;0,543;1,56;1,3;9,951006;72,41;530;361;27,5712;2,26051;7,0398;3,11462;0,4;Média;;;;
;290;44;12;44;7,16;0,395;1;0,3;6,780774;45,66;300;488;22,3615;5,88483;5,30538;2,75721;0,22;Média;;;;
;291;46;16;38;7,37;0,429;1,63;0,5;8,8062;58,84;218;374;24,1853;1,55992;6,20031;0,83554;0,22;Média;;;;
;292;42;18;40;6,66;0,676;1,37;0;11,88837;51,02;340;423;39,0425;2,66133;13,3821;3,09967;0,4;Média;;;;
;293;42;16;42;6,14;0,92;1,07;0;14,001858;25,94;255;328;31,023;0,68109;14,7019;1,69563;0,64;Média;;;;
;294;36;14;50;6,55;1,092;1,85;0;28,267902;38,29;282;335;24,6085;1,39214;5,68606;1,37518;0,3;Média;;;;
;295;22;42;36;7,56;0,324;2,19;1,5;12,549964;17,26;274;524;14,6592;0,49675;7,32198;1,30611;0,18;Média;;;;
;296;20;44;36;7,43;0,333;2;2,3;14,266044;8,78;228;684;14,8949;0,3127;8,47332;1,27241;0,1;Média;;;;
;297;24;36;40;6,42;0,541;1,92;0;10,479378;26,76;252;1046;32,1821;1,59449;12,0858;6,43053;0,38;Média;;;;
;298;24;34;42;6,99;0,543;1,27;4;10,919688;28,79;292;708;16,8806;1,11556;7,952;3,13107;0,41;Média;;;;
;299;30;32;38;6,41;0,249;1,59;0;7,882678;11,49;141;720;26,9808;0,53851;8,79328;1,6203;0,48;Média;;;;
;300;18;46;36;7,62;0,412;2,92;8,8;24,614458;18,06;307;795;15,8621;0,22701;7,6274;1,33273;0,26;Média;;;;
;301;18;36;46;7,54;0,502;3,6;42;12,857052;9,83;127;279;11,5293;0,28573;4,83087;1,18678;0,36;Baixa;;;;
;302;28;30;42;7,65;0,453;2,59;25,8;11,581282;8,83;454;427;10,2442;0,76893;5,55076;4,76563;0,39;Baixa;;;;
;303;28;32;40;7,64;0,446;3,09;30,5;9,598758;13,87;403;514;11,377;0,53885;5,89371;7,62534;0,27;Média;;;;
;304;18;38;44;7,62;0,527;2,41;37,3;20,915854;22,88;713;467;9,00639;0,82146;3,83471;9,62194;0,34;Baixa;;;;
;305;12;44;44;7,65;0,45;2,64;38,3;17,788524;20,63;1052;404;8,45767;0,70583;3,76812;10,7905;0,3;Baixa;;;;
;306;18;44;38;7,72;0,363;1,97;23,5;2,951206;20,67;335;579;5,8;0,16;2,81;1,79;0,38;Média;;;;
;307;30;38;32;7,86;0,334;2,15;25,8;2,729922;14,46;388;632;4,63;0,41;2,52;2,74;0,48;Média;;;;
;308;20;40;40;7,77;0,361;2,13;20,3;7,48527;4,26;433;706;14,1638;0,3815;6,60507;2,71313;0,36;Baixa;;;;
;309;20;28;52;7,67;0,409;2,07;7,8;10,700662;13,08;347;274;12,5392;0,32316;5,96037;2,48747;0,26;Média;;;;
;310;24;36;40;7,83;0,904;2,14;77,6;3,874728;12,26;219;522;11,83;0,31;6,1;2,3;0,58;Média;;;;
;311;10;42;48;7,93;0,467;3,22;49,4;6,473686;8,84;541;554;21,14;0,31;10,42;3,72;0,61;Baixa;;;;
;312;10;36;54;7,77;1,103;3,73;50,3;12,285778;21,44;693;499;16,2;0,32;9,01;4,71;1,08;Baixa;;;;
;313;16;32;52;7,87;0,402;2,63;48,4;5,945314;6,35;233;457;16,31;0,21;8,31;1,14;0,3;Média;;;;
;314;16;42;42;7,87;0,452;2,45;42,5;6,076278;19,65;298;276;12,98;0,29;7,46;1,46;0,45;Média;;;;
;315;20;30;50;7,88;0,394;2,69;52,5;5,635968;22;295;440;10,2;0,32;5,3;3,96;0,45;Média;;;;
;316;16;28;56;7,86;0,744;4,56;42,2;27,73953;87,33;1297;456;10,04;2,11;7,05;2,24;1,14;Média;;;;
;317;22;44;34;7,73;0,428;1,9;16,6;10,391316;14,02;340;1038;13,83;0,52;7,04;2,48;0,27;Baixa;;;;
;318;10;24;66;7,92;0,47;2,08;43,1;12,152556;9,6;207;159;8,6;0,54;5,69;4,2;0,41;Baixa;;;;
;319;14;22;64;8,14;0,5;2,24;40,3;18,404958;11,04;163;169;10,63;0,38;5,01;3,11;0,4;Baixa;;;;
;320;10;22;68;8,02;0,406;1,91;40,6;7,309146;9,38;164;146;8,79;0,38;4,89;2,63;0,31;Baixa;;;;
;321;20;56;24;6,37;1,232;2,42;0;79,079676;34,71;346;1753;54,3;0,27;44,01;2,25;0,74;Média;;;;
;322;30;18;52;7,88;0,468;2,46;43,1;11,624184;11,99;144;117;9,86;0,27;8,38;0,48;0,24;Média;;;;
;323;40;12;48;7,47;2,03;1,93;15,9;102,813514;8,68;109;192;11;0,2;5,95;0,75;0,48;Baixa;;;;
;324;40;32;28;7,66;0,321;1,28;14,4;2,729922;10,25;199;250;12,33;0,39;7,25;5,43;0,15;Média;;;;
;325;22;40;38;7,78;0,373;1,65;19,1;7,221084;10,11;257;481;14,55;0,29;7,25;2,47;0,26;Baixa;;;;
;326;40;28;32;7,91;0,735;1,02;19,1;7,133022;4,13;146;318;8,65;0,2;7,37;0,57;0,14;Média;;;;
;327;20;54;26;7,9;0,329;1,81;25,6;7,97074;4,79;256;1287;10,94;0,21;6,18;1,22;0,34;Baixa;;;;
;328;24;44;32;7,83;0,311;1,61;15,9;5,019534;17,41;284;427;16,07;0,21;10,77;0,91;0,26;Média;;;;
;329;36;34;30;6,76;0,689;1,52;14,4;7,573332;15;140;668;62,66;0,24;18,62;1,27;0,3;Média;;;;
;330;44;26;30;5,76;0,215;0,93;0;1,36609;31,35;218;605;77,02;0,71;23,18;5,45;0,7;Média;;;;
;331;40;22;38;5,75;0,171;1,61;0;1,894462;6,35;90;663;71,96;0,4;16,08;0,96;0,4;Média;;;;
;332;44;24;32;7,82;0,451;2,05;4,8;5,547906;15,82;317;393;22,75;0,47;10,39;4,12;0,82;Média;;;;
;333;36;36;28;7,68;0,35;2,1;3;7,04496;14,87;259;461;18,25;0,37;14,26;3,3;0,48;Média;;;;
;334;22;42;36;7,81;0,42;4,16;14;11,536122;73,08;926;581;11,48;1,16;9,27;2,95;0,98;Média;;;;
;335;30;30;40;8,01;0,32;2,04;32,5;23,117404;9,43;311;480;8,86;0,27;5,75;1,41;0,38;Média;;;;
;336;22;46;32;7,99;0,435;2,31;17,8;37,250226;5,13;222;526;11,1;0,14;7,85;1,71;0,4;Média;;;;
;337;30;28;42;8,03;0,313;2,06;27;24,128988;8,1;305;352;5,89;0,51;2,85;2,13;0,32;Média;;;;
;338;30;32;38;6,24;0,603;1,12;0;17,129188;6,78;148;646;77,23;0,41;28,37;1,71;0,36;Média;;;;
;339;32;48;20;6,64;0,495;1,76;0;5,152756;8,69;185;1521;38,9792;0,33917;12,5041;1,69526;0,2;Média;;;;
;340;36;32;32;6,34;0,239;3,44;0;2,775082;13,6;110;862;64,2088;1,34593;33,14;2,57825;0,53;Média;;;;
;341;36;32;32;7,54;0,33;1,62;3,8;23,688678;13,13;97;1091;21,57;0,27;13,94;0,85;0,22;Média;;;;
;342;20;50;30;5,7;0,196;1,43;0;3,039268;29,67;239;1193;85,1933;6,26669;38,7082;2,84623;0,69;Média;;;;
;343;16;36;48;7,82;0,316;1,99;6,3;23,998024;14,49;319;355;17,53;0,29;9,96;1,65;0,31;Média;;;;
;344;28;42;30;5,2;0,324;2,46;0;26,287636;40,67;249;1093;172,84;0,54;35,91;2,79;1,14;Média;;;;
;345;34;34;32;7,8;0,407;3,18;31,8;27,035034;11,03;353;372;10,85;0,62;8,79;2,17;0,59;Média;;;;
;346;40;26;34;8,06;0,285;1,61;4,5;19,154614;3,54;151;198;7,84;0,49;5,67;1,34;0,26;Média;;;;
;347;22;34;44;7,89;0,362;2,11;39,5;21,708412;5,55;361;510;5,44;0,52;4,43;1,62;0,4;Média;;;;
;348;30;38;32;7,71;1,219;3,27;25,5;73,53177;98,24;571;314;24,93;7,09;10,82;2,08;0,63;Média;;;;
;349;42;18;40;8,15;0,309;1,69;30,3;21,003916;11,71;188;301;9,59;0,54;6,83;1,68;0,41;Média;;;;
;350;18;40;42;8,04;0,297;1,98;8,5;18,362056;5,41;259;631;19,6;0,21;13,86;1,4;0,26;Baixa;;;;
;351;18;44;38;8,04;0,311;2,04;6,3;17,348214;6,57;300;613;21,26;0,24;15,82;1,35;0,27;Média;;;;
;352;24;24;52;8,16;0,267;1,78;16,5;19,4188;4,18;136;134;11,33;0,23;10,12;4,51;0,26;Baixa;;;;
;353;24;22;54;7,97;0,249;1,74;5,5;23,029342;5,47;197;349;14,39;0,2;9,54;2,93;0,26;Baixa;;;;
;354;34;34;32;7,8;0,641;2,67;11,3;45,616116;16,8;330;1886;17,42;0,51;9,76;1,39;0,43;Média;;;;
;355;42;22;36;7,82;0,461;1,71;7,3;32,230692;31,81;269;548;14,39;0,79;6,07;1,45;0,47;Média;;;;
;356;48;20;32;8,03;0,308;1,32;8,3;21,751314;6,43;173;462;11,58;0,66;6,83;0,89;0,45;Média;;;;
;357;22;50;28;6,25;0,243;1,94;0;18,273994;7,32;222;1389;46,96;0,54;16,03;2,9;0,62;Média;;;;
;358;16;64;20;7,44;0,39;1,81;6,8;3,35;27,81;219;1432;29,83;0,38;12,06;2,44;0,13;Baixa;;;;
;359;38;32;30;4,63;0,87;2,41;0,3;39,58;11,16;122;639;98,77;0,78;41,52;2,87;0,57;Média;;;;
;360;38;28;34;4,55;0,543;1,89;1,3;25,45;21,5;106;652;105,88;1,08;40,84;2,01;0,91;Média;;;;
;361;34;36;30;7,59;0,331;1,51;24;1,72;8,74;123;349;15,9;0,27;8,09;1,53;0,23;Média;;;;
;362;18;46;36;7,13;0,433;1,99;15;15,01;10,77;335;2238;17,83;0,37;11,98;1,87;0,54;Média;;;;
;363;22;30;48;7,55;0,371;3,03;18,8;5,06;14,17;141;345;16,67;0,34;10,35;1,37;0,42;Média;;;;
;364;44;22;34;5,5;0,291;1,32;0,5;3,04;16,18;71;120;41,73;0,74;38,12;1,58;0,32;Média;;;;
;365;44;22;34;6,08;0,599;2,53;1,3;22,06;9,57;180;838;90,8;0,66;36,09;1,96;0,76;Alta;;;;
;366;48;20;32;4,82;0,322;0,98;0,8;11,62;23,82;139;101;47,95;0,57;39,15;1,09;0,82;Média;;;;
;367;48;28;24;6,46;0,753;2,15;1,3;19,42;29,3;213;1589;59,13;0,56;36,92;2,92;0,44;Média;;;;
;368;38;20;42;4,97;0,355;1,47;0,8;17,17;14,96;123;368;78,77;0,68;34,86;2,15;0,58;Média;;;;
;369;48;16;36;6,41;0,333;1,35;1;7,57;5,72;136;364;36,83;0,43;32,09;2,58;0,33;Média;;;;
;370;32;40;28;5,97;0,319;1,98;2;6,08;7,59;132;1092;64,25;0,7;38,56;3,16;0,38;Média;;;;
;371;34;38;28;5,92;0,244;1,94;1;4,09;10,12;149;926;68,48;0,68;46,91;3,34;0,41;Média;;;;
;372;46;30;24;6,36;0,382;2,02;1,5;13,34;18,52;283;1483;46,25;1,14;34,46;3,01;0,69;Alta;;;;
;373;32;38;30;7,43;5,621;2,02;6,8;63,62;79,08;406;943;13,51;2,96;13,31;32,4;0,38;Média;;;;
;374;34;36;30;7,58;3,45;2,01;6,8;74,15;58,22;658;1868;11,28;2,29;8,89;26,48;0,58;Média;;;;
;375;32;42;26;7,24;0,577;2,21;2,3;20,91;16,85;791;1138;16,9;0,63;15,53;2,5;0,84;Média;;;;
;376;24;46;30;6,63;0,585;2,35;1,3;17,13;9,7;512;1544;44,75;0,5;23,94;2,06;0,61;Média;;;;
;377;38;34;28;7,66;0,419;1,32;16,3;5,15;4,55;302;548;12,21;0,27;9,91;1,25;0,42;Média;;;;
;378;24;50;26;7,53;0,611;2,06;10,3;8,01;6,69;213;345;22,8;0,45;14,03;1,92;0,32;Média;;;;
;379;34;32;34;7,2;0,48;1,61;4;19,29;7,24;290;788;18,93;0,32;16,59;1,44;0,63;Média;;;;
;380;28;46;26;7,43;0,389;2,24;2,8;5,94;9,22;634;935;24,88;0,37;14,3;2,08;0,85;Média;;;;
;381;34;36;30;7,68;0,332;1,29;15,3;0,79;3,12;138;332;17,85;0,46;10,08;1,37;0,24;Média;;;;
;382;54;28;18;7,45;0,376;1,36;7,3;15,41;6,91;225;1015;13,92;0,26;10,62;1,44;0,63;Média;;;;
;383;16;50;34;7,6;0,336;1,49;15,3;13,17;3,68;473;1222;15,84;0,27;9,31;1,42;0,17;Baixa;;;;
;384;20;58;22;7,67;0,418;1,97;13,3;0,35;3,69;273;760;22,69;0,64;12,4;1,97;0,53;Média;;;;
;385;22;50;28;7,54;0,377;2,25;5,3;9,25;2,44;709;991;19,54;0,42;12,08;1,78;0,33;Média;;;;
;386;18;44;38;7,6;0,345;1,39;20;4,67;3,36;380;806;15,11;0,27;10,07;0,98;0,26;Baixa;;;;
;387;18;52;30;7,54;0,388;1,63;14,8;2,6;3;501;1382;14,94;0,34;9,11;1,35;0,23;Baixa;;;;
;388;24;50;26;7,51;0,334;1,97;4,5;8,45;3,73;529;1061;16,28;0,35;13,26;1,81;0,26;Média;;;;
;389;24;46;30;7,61;0,357;1,24;12;7,79;6,26;428;879;17,74;0,2;7,11;1,03;0,27;Baixa;;;;
;390;26;42;32;7,7;0,314;1;12,8;3,83;9,85;361;763;10,57;0,2;8,54;0,76;0,32;Baixa;;;;
;391;30;40;30;7,72;0,403;0,92;11,3;14,53;8,12;373;735;9,23;0,17;6,9;0,77;0,31;Média;;;;
;392;44;28;28;7,6;0,382;1,27;10;10,57;13,87;283;746;11,87;0,46;7,3;1,15;0,37;Média;;;;
;393;16;56;28;6,81;0,505;2,27;5,8;0,92;14,71;254;998;36,22;0,51;24,09;2,36;0,43;Baixa;;;;
;394;24;50;26;6,46;0,706;1,69;0,3;5,5;16,04;491;2912;43,62;0,37;27,34;2,82;0,41;Média;;;;
;395;48;18;34;7,24;0,409;1,33;2,5;8,72;23,26;171;264;13,36;0,31;15,51;0,94;0,46;Média;;;;
;396;44;28;28;6,06;0,454;1,53;0,8;17,39;27,88;211;793;43,92;0,42;33,92;1,81;0,44;Média;;;;
;397;30;46;24;5,71;0,226;1,74;0,8;12,59;25,21;415;1729;47,13;0,48;32,71;2,53;0,93;Média;;;;
;398;18;48;34;7,48;0,328;1,41;13;8,01;7,24;370;481;14,11;0,17;8,74;0,84;0,35;Baixa;;;;
;399;42;26;32;6,43;0,83;1,31;1,3;3,74;12,29;171;566;49,75;0,39;23,46;1,18;0,48;Média;;;;
;400;28;44;28;7,58;0,318;1,44;15,5;9,73;4,64;338;649;10,04;0,2;6,84;0,79;0,28;Baixa;;;;
;401;18;56;26;6,64;0,54;1,86;3,2;13,17;13,75;411;938;34,77;0,41;17,7;1,34;0,35;Média;;;;
;402;20;50;30;7,16;0,436;1,97;10,5;5,2;7,96;192;254;27,41;0,41;15,11;1,07;0,5;Média;;;;
;403;34;30;36;7,73;0,348;1,63;28,3;12,55;5,55;277;305;13,08;0,26;6,95;0,91;0,26;Média;;;;
;404;32;28;40;7,66;0,306;1,86;31,8;0,31;5,32;117;186;11,11;0,38;6,65;0,81;0,34;Média;;;;
;405;24;44;32;7,53;0,483;2,75;12;14,75;6,07;172;226;16,19;0,75;10,38;1,28;0,43;Média;;;;
;406;34;38;28;7,66;0,31;1,77;42;7,4;5,62;242;576;11,96;0,38;6,58;0,58;0,38;Média;;;;
;407;24;38;38;7,69;0,323;1,85;26;7,09;4,41;291;723;16,3;0,3;7,83;1,56;0,37;Baixa;;;;
;408;36;30;34;7,64;0,398;2,31;18,3;0,84;4,79;124;514;17,59;0,39;8,75;1,12;0,52;Média;;;;
;409;24;42;34;7,7;0,311;1,66;21,8;6,47;3,82;194;894;10,69;0,26;5,42;1,56;0,26;Baixa;;;;
;410;24;54;22;7,52;0,35;2,28;7,5;7,97;3,7;325;1501;15,21;0,39;9,35;1,45;0,45;Média;;;;
;411;46;28;26;7,51;0,419;1,53;10;4,27;3,84;120;1174;12,42;0,35;5,47;0,89;0,3;Média;;;;
;412;42;22;36;7,66;0,314;1,51;30,5;8,23;3,11;165;830;9,46;0,28;4,26;0,7;0,44;Média;;;;
;413;28;44;28;6,18;0,72;1,54;0,5;12,72;9,61;264;764;42,05;0,47;21,82;1,31;0,61;Média;;;;
;414;36;40;24;5,9;0,198;2,17;0,5;3,74;12,07;142;528;43,55;0,61;24,5;1,28;0,27;Média;;;;
;415;28;44;28;7,51;0,302;2,1;6,5;6,43;4,51;437;515;18,67;0,47;9,57;1,14;0,35;Média;;;;
;416;34;38;28;7,69;0,375;1,87;18,8;3,13;7,18;247;227;12,55;0,25;10,39;0,83;0,21;Média;;;;
;417;26;42;32;7,67;0,364;1,63;20,5;11,89;2,96;182;287;12,06;0,17;6,86;0,68;0,21;Baixa;;;;
;418;22;52;26;7,48;0,388;2,27;5,5;10;3,99;246;344;16,7;0,2;10,32;0,88;0,19;Média;;;;
;419;42;22;36;7,81;0,345;1,28;22;3,79;3,87;118;241;15,96;0,13;9,13;0,87;0,25;Média;;;;
;420;24;46;30;6,98;0,494;1,84;6,3;5,37;8,73;185;568;28,79;0,72;14,36;1,11;0,29;Baixa;;;;
;421;52;26;22;6,15;0,587;0,9;0,3;3,74;7,52;122;690;49,36;0,27;27,33;1,32;0,16;Média;;;;
;422;42;30;28;7,28;0,416;1,25;6;10,48;7,46;169;195;16,62;0,16;11,37;0,91;0,19;Média;;;;
;423;30;32;38;7,69;0,394;2,35;24,8;7,93;8,28;267;234;11,96;0,17;10,2;0,98;0,25;Média;;;;
;424;40;28;32;7,71;0,39;1,6;21,3;12,15;3,96;123;287;15,81;0,41;9,28;0,79;0,25;Média;;;;
;425;28;28;44;7,68;0,361;1,4;34,5;12,59;4,34;193;225;11,96;0,31;8,77;0,9;0,13;Baixa;;;;
;426;22;34;44;7,71;0,404;1,39;32,3;14,49;3,21;140;257;10,21;0,13;5,76;0,79;0,21;Baixa;;;;
;427;24;30;46;7,75;0,354;1,79;39;11,01;7,75;124;197;9,01;0,14;6,6;0,69;0,21;Baixa;;;;
